comment,score,id_hotel
…,50,659
"Had a great stay here. Beautiful, quiet, large room in small out of the way compound. Comfortable bed. Great host.   Helpful restaurant suggestions Nice 20 minute walk to beach. Would definitely come again.",50,659
Our stay at Hotelito was better than expected. From our personal greeting from our host to wonderful breakfast every morning to evening mesqual it was so enjoyable.  The accommodations were excellent and location easy to find. I would definitely recommend a stay at Hotelito.  ,50,659
"We stayed at the Hacienda  Chilicote for the second time in 3 years because  the location is excellent, easy walk to beach, all of the space you need for 6 people or intimate enough for 2. We love the full kitchen and Jenny's  always there to help with any questions , and recommend the best places to eat . She is always right on! We had people use the WIFI for work with no problems.  The animals make it a magical place and you will love the solitude. The staff is all top notch! Love , love , love.",50,659
We enjoyed our stay here. The lovely units are detached which adds to the privacy. Each cottage is a different colour. A car is a must as it’s located just outside of Todos Santos. Hotelito is in a quiet area within driving distance to the restaurants. The staff was friendly. I would recommend this place!,50,659
"I've been back to The Hotelito six times in seven years. You could say that I am addicted to the peaceful beauty of this insanely gorgeous property. Each year I wonder which Casa I will stay in next year, each more exquisite than the next. I come to leave my hectic urban professional life behind and write.  It has been an enormously productive environment for me while I attend the Todos Santos Writers Workshop. I want to come and just read five books in the hammock outside on my patio and do absolutely nothing. The minifrig with milk for my coffee, the French Press and ground coffee awaiting me in my room - the huge urn of fresh drinking water, each thoughtful gesture is characteristic of the Hotelito and its owner, the fabulous Jenny Armit.  The Queen of Color, her sense of",50,659
"10-11/12  We three middle aged Brits were touring BC. We arrived at 2pm on a Tuesday at the bus station (1.25 hrs from San Lucas) and walked inland and uphill, grabbing some beers in a supermarket and eventually found this small sprawling motel complex on a dirt track.  The son saw us in and was very friendly. He offered to show us room 15, up the stairs and along the exterior corridor, which was basic and dated but clean and tidy. The laminated front door had seen a lot of weather but the view down the valley was nice. Local dogs, horses and crows were making themselves heard. I asked if we could have a chair for the walkway to sit on and enjoy the view. Two of us went to his reception to finish the check in, checkout the pool and terrace area and grab a wooden chair from his",30,660
" actual family house. This proved useful and one at least should really be provided anyway.  We chilled in the room in the heat of the day and used the reliable WiFi.   We did not take advantage of the inviting pool or patio at all as only there overnight.  The main room had two double beds on wooden bases with a small bedside table with two drawers between. A table with drawers supported an old-school crt tv which we ignored. Behind the TV was a wardrobe with no coat hangers at all in the tall space  but only two shelves on the right.  The WiFi was good when we arrived and at night but hiccuped in the morning a few times.  There was a large fan in the middle of the room, no A/C which was fine for us. It was controlled from the main door.   The only room lighting was two over bed lights controlled from the middle of the beds.   There were windows onto the walkway and also to the back of the hotel. All were protected with mosquito mesh although we never had a problem with mosquitoes. There was no mesh in the door of no 15.   The shower room was compact with a toilet and basin. There was no lightbulb in the socket over the mirror, luckily I had my own and another for the socket by the sink to help shaving. Two bars of Rosa Venus soaps were supplied As well as a small bottle of shampoo. Only two large towels were supplied for the three of us (as only couples usually book).   Overnight was surprisingly quiet with few local dogs, stereo systems disturbing our sleep. There was one eerie episode of a couple of howling canines sounding like (now almost extinct apparently) wolves (NOT coyotes). In the morning likewise with not even cocks crowing too much! The bed was a bit lumpy but we had walked 14km that day and slept well for 10 hours!  In the morning the shower behaved well although it took a while for the hot water to feed through. The heavy curtain also kept the light out from our east facing room, although it collapsed on opening it as it was held up by two simple nails. Not a big deal, this room is basic!  We made a coffee with our water heater element and bottled water from San Lucas. We did not want to rely on the coffee provided by our hosts.  On checking out we were offered a coffee each and sat in the pleasant patio (by the productive vegetable garden) chatting with the friendly son for a good half hour. Something told me that we should not leave yet.....  The walk to the spectacular beach by Villas La Mar is signposted from the edge of town. It is a half hour trek along a dirt track for cars and at the end are large gates which are open. The public path continues through the complex and down the side of a colourful rocky and cactus lined embankment to the beach. We walked to the northern end to find groups releasing turtles at sunset. Please buy a souvenir from the non state aided volunteers who run the show. We walked back via the main track into the town to see the delights of the town, mostly too posh for us, and ate in the good Tacos y Mariscos El Sinaloense. We popped into the Hotel Cal for a beer too just to see what the fuss was about (it was not on a dark desert highway at all!).  Overall this was a relatively expensive place (by 50% of our usual spend) for a very basic place compared to higher quality in San Lucas or Los Cabos. It is remote so this is an expensive town. The friendly owners, pool, views and patio make up for the basic rooms. They are obviously caring about their guests but do not have the income to renovate or improve the rooms. A plastic chair in the room would have been useful as three of us in a twin room meant things were stored on the floor, albeit clean. The bathroom could have done with a deep clean, especially round the toilet the base of which was not a pretty sight from the shower. There was also a leak somewhere if brown liquid under the sink which needed cleaning up with toilet paper before being able to stand at the sink.  I think that after our coffee we will finally check out and leave (finishing off this post and submitting now)!",50,660
…,10,660
"I came down to Todos Santos, Mexico on vacation by myself to surf, practice my Spanish, and relax. The hostel in town was cheap and got great reviews but as I was here for nine days I wanted a place to stay that was more secure and would give me a place to retreat alone when I needed it.  The Hotel Miramar was perfect on all counts. A warm, friendly family that runs the hotel (they don’t speak much English which was fine with me!); clean, simple, pretty accommodations, including a small pool; and a place that was walkable to town (I didn’t have a car; it took me ~20 minutes to walk to the town center). I met several cool guests staying at the hotel as well, e.g. other surfers.  As a solo female traveler I also felt very safe at the hotel and in Todos Santos in general. I can’t",20,660
 wait to come back!,50,660
…,40,660
"Dirty, very old, worn, didn't sleep well... would never stay there again! Not even for free!! Our tour guidebook recommended that it was worth being out of the town area but that was not the issue. Felt very unclean and uncomfortable.",40,660
"I've stayed at plenty of budget hotels and it was a bit dated but unfortunately, our room wasn't cleaned very well. The bathroom was a little gross with a wad of hair in the drain and the mattresses were really stained...we had to find another hotel last minute and the only other places in town are around $150 or more a night. Way more than we wanted to pay but didn't feel comfortable staying at the Miramar.",50,660
"This hotel confirms my theory that the lower the room rate, the more authentic the mexican warmth.  Marta and her family are truly lovely people.  And the property is great -- airy rooms, nice pool, easy walk into town or down tobeach.  Wifi is about 50%.  But u cant have everything!",50,660
"It's all true from other reviews.  I'm still here,leaving this AM. Only 20 minutes from Cerritos Beach or Las Tunas,hit a good swell. Coffee,good wi-fi,warm shower. Car is a plus,somewhat away from the Centro,but a good walk(2-3K).",30,660
"I just got back from a weekend trip with my girlfriends and could not recommend this place more highly. They truly were on top of everything from booking to check out; no detail was lost. The staff was SO friendly and helpful! The location, villas, pool—everything is so well kept and beautiful. From the ease of WhatsApp-ing breakfast orders to getting excellent food and cocktails at the pool, Villa Santa Cruz is the BEST. Thank you for such an unforgettable weekend!! Special shout out to Azucena for being our fantastic point of contact, Paul and Carolle for the help, and Chuey for the poolside Mezcalitas! Muchas gracias!",50,661
"We chose VSC to stay for 4 nights for the days leading up to and after our elopement in Todos Santos - staying in both the Beach Bungalow (Palma) and the Sierra Suite in the North Villa. Both rooms were exceptional with stunning views of the ocean.  The grounds are so well kept and beautiful. The small details - like coffee and juice at the door in the morning and little treats before bedtime make this place extra special. Room service breakfast was wonderful, all of the cocktails were amazing and we saw some of the most beautiful sunsets.  A very special thank you to Carol, Marco and Victor for making our stay memorable - but truly all of the staff were amazing! You can tell that the staff is like a family and they all work together very well.   It was the quiet, romantic end",50,661
" to our 14 day trip in Baja California that we really needed. We loved listening to the sound of the waves crashing as we fell asleep. Not to mention, the coziest robes we have ever experienced in our lives! Thank you VSC, we will be back one day!",50,661
…,50,661
"My wife and I just got back from 4 nights at Villa Santa Cruz, and we're already planning our next trip. We stayed in one of the newer tented ocean suites, and it was fantastic! The rooms are super nice, and we especially liked the soak tub and the private fire pit on the sand, steps away from our room. The owners have done an excellent job integrating the hotel and grounds into the natural landscape of the property. The staff are all super nice and incredibly helpful. Breakfast was delivered to our room daily, and was delicious, as were the MANY mezcalitas at the pool.  The property also hosts the Green Room beachfront restaurant, which was also super tasty. I'd highly recommend the shrimp and octopus tacos and tostadas. You'll want to get reservations here, as it is VERY",50,661
" popular.   We can't wait to get back to Todos Santos, and specifically the Villa Santa Cruz!!",50,661
…,50,661
"You need to stay at the Villa Santa Cruz in Baja’s Todos Santos. I have always been a big fan of Baja. But, I have found my new favorite spot in Todos Santos.   The Villa Santa Cruz is 13 km or 25 minutes North of Punta Lobos and only 15 minutes North of Hotel California Todos Santos and the main drag in town. Punta Lobos is where you will find local fishermen heading out in their Pangas; it is also home to the beautiful yet stuffy Hotel San Cristóbal.   When you get to the Villa Santa Cruz, there is almost nothing there. It is perfect. The hotel is backed by Baja palms, sand dunes, and an agave farm. There are 15 rooms total, each unique. We stayed in the brand-new Tented Ocean Suites. These luxury tents are 60 feet from the water at high tide, and the sounds of the surf will",50,661
" lull you to sleep each night. The Tented Ocean Suites each have their very own fire pit on the beach, perfect for watching the sunset.   You can also watch the sunset from the treehouse, which offers incredible vistas from Punta Lobos in the South to as far North as the eye can see.   At night you can dine either at the hotel itself or the beachfront restaurant called The Green Room, which offers some of the freshest fish I've ever had and some of the smoothest Mezcal from Oaxaca. I recommend the Rosarito Beach Rolls with smoked tuna and Calafia with sea bass sashimi with serrano and soy sauce.  I highly recommend looking into Villa Santa Cruz in Baja's Todos Santos!",50,661
…,50,661
"Weak internet connection, hot water shower, swimming pool.  You can hitchhike to the beach.  An inexpensive option if you want to surf Cerritos.  This is the only budget option in this nice town.  Laundry downstairs.",30,662
"WARNING: HOTEL STAFF STEALS YOUR MONEY! We stayed three nights in this place. The third day, after returning from the beach, I found my moneybelt in the room but WITHOUT my money, and it was 5000 pesos!! Every day there are cleaners, they took it out. When I confronted the owner with the situation, he said that ""it will never be safe to leave money in any hotel"", to me it is the proof they are thieves. But because it was cash money, I could not proof anything. I just reported the situation to the local police, and now I am trying to warn you! DO NOT GO HERE!!",10,662
"While we had lowered expectations at 400 pesos a night, we felt that this hotel could use a few improvements that are simple to do and it would be quite nice to stay in. For example fully screwing in light fixtures, adding a shower head to the rusted pipe in the shower, and a window pane or even a wood plank to cover the busted window overlooking the foot path above the shower. Other than that, the sheets were clean and the air conditioning worked marvelously, and the staff was helpful. ",20,662
"I paid 400 pesos a night--a little over $20. No credit cards. Spacious room and bathroom. Bed not overly comfortable but not an issue. A/C and great little fridge. Five minutes of hot water in the shower, followed by ten minutes of warm water. Solid water pressure. Two free bottles of water. Wifi is available but it only worked in my room next to the door. Laundry right downstairs. Central location close to everything in town...  If you don't want to spend big bucks on a boutique hotel, you can save a ton of money here, and you'll be fine...",30,662
"If you're looking for a cheap place in TS, this is it.  Pretty basic, but centrally located.  You can walk around town, but will need taxi or rental car to go to beach etc .   I don't expect this motel to be around too long with real estate prices going crazy. So get it while you can, before TS is completely ruined by tourism.",30,662
"The place is cheap, roughly 500 mxn for two twin beds, which was just enough for us. We did not want any luxury, but did not expect to find a rusted fridge with bugs! haha1 but hey! we did not even expect to have a fridge! The place is good if you are in a budget and you can get cheaper for only one bed. It is ideal if you are not fuzzy, and there is no reason to be, you will be out most of the day. The shower had actually no shower head, just the open end of the pipe, but good hot water. Real travellers won't mind any of this and may even not care about paying and would instead look for somewhere to camp. I even felt to posh for paying and camping...",30,662
"We planned to stay multiple nights, but left after the first. I would NOT recommend this place to a friend, but I can see how certain travelers wouldn't mind.  PROS: Cheap Central (well, Todos Santos is small so...) Clean sheets, floor.. Friendly office  CONS: Awful putrid smell (nothing to do with ground-floor Laundromat) Aggressive fluorescent lighting Broken toilet Green and moldy pool A near complete absence of furniture other than the bed, TV and stained and scary green armchair) Wifi only works near the office",20,662
"I loved this place. At 450 pesos for a twin with private bathroom, it was on the lower end of hotels in town, and it still came with little perks you normally don't get in a budget place. There were four bottles of water and a new bar of soap in our room when we arrived, and though we only stayed one night everything got replenished by 9.30 the next day. Same with four clean towels. In fact the whole place smells wonderful from the launderette on the ground floor, and the staff keep the white tile in the rooms clean as a whistle. There's also a small, grimy pool that you probably won't wanna swim in, but that looks perfect for Walden filtered fashion shoots. Smiley, friendly service and right in the middle of town (not that that's hard wen the town consists of two streets).",50,662
 Smaller doubles with shared bathroom go for $350.,30,662
…,10,662
"Gorgeous hotel and best in town - creates it's own perfect little world within its four walls. And much more stylish than the other smart place in town right across the road (whose beach club you can still use for a $30 fee).   Food delicious, hammocks loungers and plunge pool in the beautiful garden, friendly staff, bikes for heading to the beach (which is stunning by the way - do make the effort), great attention to detail. It's like out of conde naste or vogue or Mr and Mrs Smith. ",50,663
"From the photos I was not sold, but once we got here. The location is right in town. Pretty quiet at night. The beds were so comfy /firm, including great pillows and soft towels. The pool is small and quiet. Very relaxing. It is super clean and well maintained. We stayed midweek. Free breakfast was included and delicious. There is air in the room, lots of light and black out shades. The mixologists at the bar were excellent. Generally we just had a great overall experience. Muchas gracias.",50,663
"A 100+ year old fresco greets you at the small check in lobby behind the charming brick walls, you know you are somewhere special. The small hotel has the charm of a Mediterranean villa, the atmosphere of a tranquil oasis, the most comfortable rooms, incredible bar, amazing food and thoughtful and attentive staff.  The only thing that could improve the experience is that you find a unicorn under the bed and the winning lotto numbers on a napkin.   Otherwise you will just have to put up with the quaint perfection of this amazing place.  thanks",50,663
"Ever since my first visit to Todos Santos in 2021, I've wanted to stay at this lovely, historic Inn.  Finally, that wish came true this past week.  My wife and our two dogs were welcomed on short notice after our Airbnb flopped due to a faulty hot water heater.  Tosos Santos Inn to the rescue!  We arrived at 20:30 on a Wednesday night and Hector, who was at the front desk met us on the street just as we pulled up.  He was awesome and took care of helping us get our bags and the dogs settled in the room.  Our room was like a casita with a private garden area, perfect for the dogs to hang out.  We enjoyed a nice dinner and complimentary glass of Chardonnay.  We will be back again...but only after they complete rennovations which they say will be done in December 2022.  Gracias",40,663
 Todos Santos Inn.  We'll see you again!,50,663
…,50,663
It was a wonderful experience. Customer service by all the staff was 10++++. Hans and George were on top of everything. The party on November 2 was spectaular. The rooms were clean and the ladies were friendly and accomadating. We look forward to returning. Thank you Todos Santos Inn!!,40,663
"Bartender Erick and Chef Jorge took very good care of us. From craft cocktails to a delicious chef menu, we experienced the best in Todos Santos. Very kind, accommodating, and culinarily creative. Chef Jorge’s menu was phenomenal. I highly recommend coming here to visit.",30,663
"We stopped for one night in Todos Santos while driving from La Paz to Los Cabos. The town is small and nice with many shops (closing very early in the afternoon) we stayed at Todos Santos Inn and it has been a very good experience. The place is an old Mexican building with large rooms, high ceiling and a beautiful garden with a small pool. The personnel has been very professional and kind, the breakfast is “top” and the price very honest. The bar is “English style” offering a good variety of spirits and cocktails.  Many restaurants at walking distance. Definitely a positive experience, despite the “hot & humid” season!",50,663
"We stayed here at the end of June 2021  for 3 nights - as you enter the hotel you are met with its rich history and lush foliage framing the internal garden  - tastefully restored with magnificent mature planting all around - cute little pool with comfortable loungers to relax - our room was spacious with a cute separate private planted garden - the atmosphere is calm although our room was close to the main Rd which had big trucks and could be very noisy  - the shower was pretty awful with very little water flow and I’d say the rooms light should be improved as it starts to feel a little depressing being so dark - we had breakfast there , customer service was good, waitress was very helpful - highly recommended the pancakes too !  We cut our stay short because of the above",40,663
"Las Bougainvilleas is an extraordinary, 2 acre property within walking distance to the beach. There are two guest casitas which are beautifully appointed with intricate palapa roofs, full kitchens and private patios. A large pool and palapa bar for the use of the guests is within 10 feet of your casita. Pat Gerhardt, our host, was delightful and full of suggestions to make our stay in this wonderful well kept secret of a town one of our best vacations yet!",50,665
"on our weeklong visit to todos santos (FABULOUS city, by the way) we stayed at this inn for the last 2 nights, after 5 nights at alegria (see other review for alegria info). las bougainvilleas is in a lovely setting, huge property landscaped beautifully, with a nice-sized pool, and a short walk to the beach. only 2 accommodations, and both are free-standing units - one is a 2-story casita, the other is an octagonal-shaped 1-story casita. we stayed in the one-story casita, located a bit further back on the property. the casita is lovely - large, windows everywhere, a nicely equipped kitchen, living area with tv/vcr, a beautiful, huge bathroom, and a private, small patio. pluses?  beautiful location. pool (very few accomodations in todos santos have one, and swimming at the beach",30,665
"graig,shane,patty are plesent, adventures and down right fun to be around. My spiritual juorney begun at the way of nature. Exactly were every body's juorney must begin, with nature. I have been an absolute stress ball. Due to the fact that I don't have simple nature in my life. It is hard to watch yet participate in the tearing down of are god givin temples to rise in the material world. It is a spititual battle every day. Simplicity V.S Complexity. My next stay at the way of nature will be a long and simple stay. You can see the love of god on allmost every body's face that passess through. When the proud stop in the humble just keep on loving. And when the proud are loved they are made humble. The greens, ""sweet patato's"", mango's and the well water,my body is crying out to",50,666
"First of all - best margaritas in Cabo, maybe in anywhere Mexico or otherwise, had while dining at El Gusto one of the two nights stayed at Posada La Poza. I believe Juerg made them and they were so delicious and strong - definitely recommend dining at El Gusto and trying them. I spent the rest of the trip comparing and missing them!  Stayed 2 nights in one of the junior suites. Getting to the hotel is the only downside as you will need a car and the road is a bit rough, but that leads to the quiet seclusion. The grounds are just gorgeous and close enough to the ocean to hear the waves crashing at night. The room was large, the sheets super soft, and had a small jacuzzi outside. You stay in a place like this for the thoughtfulness as you meet and see the owners creating",50,667
" connection and service to all the guests. Everywhere had little artistic touches, the breakfast was delicious and different each day, and the menu for dinner was fresh and curated. I loved the privacy, the peacefulness every night. If you're looking for an experience outside of the huge loud resorts, definitely spend some time here.",50,667
…,50,667
"Of course, no one is traveling right now. So our flight here from San Jose, Ca had 40 passengers. But here we are in Todos Santos at Posada la Posa. Possibly the most beautiful place we’ve stayed in Mexico. We pretty much have the place to ourselves. Surprised the Baja is empty. They are serious about masking and distancing here.  And, they are doing rapid Covid tests all over town and at the airport. So it’s no big deal to get your Covid test before you hop on the plane home.  But if you’re coming to the Baja, You really need to check out this place. It is gorgeous. Just sitting on our patio listening to the waves. All your cares melt away. It’s a great time to be here.",50,667
"Posada La Poza is at the end of a dirt road just outside of Todos Santos and, once you arrive, you may never want to leave. An intimate boutique with just a handful of rooms, Juerg & Libusche are wonderful hosts who go out of their way to make sure you have everything you need. Out highlight was ordering of a delicious bottle of hand-selected Sauvignon Blanc from Valle de Guadalupe delivered to us with a snack poolside. Other highlights are the life-affirming sunsets, gorgeous grounds full of local plants and ping pong and boules set. Oh and, of course, the food is delicious.",50,667
"Every detail was perfect. Our room was very clean and the views of the resort and ocean are the Best! We were brought cocktails by the pool. The food in the restaurant is second to None! We are coming back and would recommend Posada La Poza Hotel , Resort very highly!",20,667
"My husband and I discovered this special place over 10 years ago. Driving down a dusty road, we suddenly encountered this magical oasis in the midst of the desert. Set on a lagoon with a short walk to the beach and ocean. With the lush tropical landscaping all around, birdwatching is incomparable!  The friendly European owners, Libusche and Juerg, have created a beautiful and serene retreat. Libusche is a resident top artist in town. Her paintings and sculptures are on display throughout the rooms, restaurant and bar area. Indeed we have taken home several of her works of art throughout the years! Juerg is the main chef in their restaurant El Gusto. Each day he visits the local markets to create the freshest, healthiest and most delicious meals for his guests.    The very",50,667
" reasonably priced rooms are spacious and elegantly simple. With terrace views of the ocean and/or lush gardens. There are only eight rooms arranged in several hacienda style buildings throughout  the resort. Makes you feel like you’re on a private retreat. A most welcome change from the large resorts and crowds.   Indeed my husband and I have traveled around the world, but we always return to Posada la Poza. It is one of our special  “Happy Places”.  Thank you Juerg and Libusche for all your warm hospitality!!! See you next March....  Deb and Scott",50,667
…,50,667
"So disappointed, and here's why: -Property is located in a dense, run down neighborhood, and difficult to find -It is a 15 min walk over boulders and brush to the ocean (snakes!). Serious footwear required.  -Jackhammering in neighborhood at 7a and continued throughout the day -Owner would not refund our cancelled nights, even though there were several rooms still available. (We had offered to pay for 1 night cancellation, even though the jack hammering made our stay unbearable) -Fireplace is dangerous and inconvenient. You must sign a waiver. Gas valve outdoors needs to be first be opened, then you go inside and reach to the back of fireplace to light the pilot, burning your arm.   -Hotel ""bar"" area closes at 8p, and no alcohol is allowed in the rooms. -Unheated Pool and hot",50,667
"This location is the epitome of peace and quiet. Impeccable grounds with amazing landscaping mean there are beautiful things to see everywhere you turn. We camped here and had the most restful night of sleep ever. The attention to detail makes ""camping"" here effortless. The kitchen is completely stocked with any tool you need, the tents are outfitted with the most comfortable bedding and the restrooms are tidy and spotless. The grounds are definitely family friendly. Our kids had room to roam, hammocks to lie in and beautiful gardens to explore. And the beach is just across the road. The staff are very professional and friendly and can help you with anything you need including surf instructions or where to explore in town. We have already booked another weekend here, this time",50,668
 to celebrate a birthday.,50,668
…,50,668
"Privacy, serenity and an ocean view, a mile from arty Todos Santos. At the end of a dusty track, a short walk from the spectacular lagoon and long pristine beach of La Poza, is a trio of adjacent villas whose comforts are considerable and whose lovely high palapa thatch ceilings keep you cool. The adobe and palm thatch architecture is charming. You're serenaded by crickets and birds, and fall asleep to the sound of the sea.  --A drop of ink may make a million think.  Pawan Manghnani",40,669
Incredible quiet but truly lovely home in a truly lovely setting with a few neighbors.  Surrounded by birds and nature.  A 200 yard scramble over a rocky trail and you have your own beach. Perfect hideaway to be able to experience the beauty and charm of Baja without the crowds and crazy atmosphere at Cabo itself.,50,669
"After staying 4 nights at Allegria in Todos Santoss, my husband, child and I were extremely pleased.  The property was gorgeous, the management was kind and generous and the rooms were spotless.  I look forward to my next visit.  Rhonda Conry",50,669
"From the balcony you can enjoy the sweeping views of San Pedrito Beach.  We stayed in the Casita for the first few nights which was very nice and comfortable with a great patio looking out on the beach.  Then we moved to the upstairs one bedroom, which felt very luxurious, with fantastic views of the sea and the mountains.  We used the well equipped kitchen to make breakfast every morning and we went out to dinner every night at one of the many great, inexpensive restaurants in the area.  The house had all the toys we could want, beach umbrellas, boogie boards and a kayak.  It was very hot when we were there in July, but the upstairs stayed very cool and comfortable.",50,670
"We (two women) had a glorious five night stay in the Osprey Nest (upstairs unit). The ocean views, sound of surf, patio, well appointed interior space was all amazing.  Russell (owner) and Giovanni (manager) were both staying on site and very helpful without being intrusive.  During our last two nights three women were in the downstairs space and we didn’t hear them at all.  We thought we might eat out more but it was so fun to watch the sunset and cook (kitchen was well equipped) that we stayed in all but one night (went to Hierbabuena right up the dirt road—amazing.  We also had lunch at Las Palmas, which was relaxing and tasty).  The patio catches the wind and can get slightly chilly but a light wrap takes care of that.  We are scheming with friends about renting the full",50,670
 house next time.,50,670
…,40,670
"You sit down on the front porch of your clean well equipped full kitchen one bedroom second floor apartment at Baja Osprey and it just starts to sink in how unbelievable this spot really is. Your frisbee could hit the ocean from this spot. There is nothing but an empty sand beach for miles with only 3 people on it.  All kinds of sea birds is cruising by, then a full size road runner,j just like bird in the cartoon, runs across the yard with a lizard in his mouth. Several pods of whales are jumping in clear sight and about a dozen surfers are riding nicely pealing waves 200 yards north of the house. Wait a minute. Where am I? This is some sort of secret Undiscovered Malibu.",50,670
"The Northeast U.S. has endured another fairly brutal winter. To have been spared even as little of a week of it - in such beautiful surroundings - was certainly a treasure.  Property manager Giovanni was very responsive to our needs, but never intrusive. Our one stove issue was addressed within minutes after I sent an email.  We did find the kitchen supplies to be somewhat limited, and as a result we didn't cook quite as many of our meals as we might have otherwise. For example, we didn't have sharp knives or a cutting board, and while we did find a juicer, it didn't work. Fortunately there were plenty of great dining options - both in Pescadero and in Todos Santos - but part of the allure of an oceanside casita with a kitchen is the option of cooking at home with fresh, local",50,670
" ingredients.  We found WiFi to be somewhat intermittent for us. This was particularly important for my wife, as she owns her own business and therefore needed to work for a few hours each day. We did figure out where and when the signal was strongest, and for the most part were able to work around it, but we also had to avail ourselves of other internet resources (like the nearby Baja Beans) in order to make sure we got connected when needed.  Beyond that, you'd be hard-pressed to find a more spectacular view. The deck overlooks the Pacific ocean, not more than a few hundred yards from the San Pedrito surf break. It truly is paradise.",50,670
…,50,670
"My family stayed at the Osprey while vacationing in Baja for a local wedding, and we could not have been happier. The Osprey provided us with a beautiful setting with ample room and amenities for our large family. Its location on the beach made for great sunset watching and ocean fun. To top it all off, the proprietor was so nice and helpful.",50,670
Ernie and Laurie are Great Hosts  I have lived in Todos Santos for 8 winters now. What is amazing about CalyCanto  is the quality of the homes and beauty of the overall offering. One of the nicest pool and patio area in Todos Santos. The whole propery says space and peace. Check in here first.,50,671
"We love Todos Santos and especially CalyCanto. Relaxing, quiet, rejuvenating are a few adjectives that come to mind. This was our third year staying at CC. The new spa makes it ever more desirable. A must if you like ocean towns on the Baja.",50,671
"We stayed at Casita del Pescado from Jan. 28-31 2019.  We were absolutely thrilled with our casita!!  For the last 2 vacations to Los Cabos, we stayed downtown in Cabo San Lucas, so we decided to get away form the party scene and try Todos Santos this year.  Through some internet research, I discovered Calycanto Casitas and decided to make a reservation.  We could not have been more pleased with our decision!  If/when we go back, we will definitely stay here again!!  There were 4 of us, so the large house was perfect.  (Casita means cottage, but to us, it seemed like a full sized house!)  The casita was COMPLETELY furnished, right down to the blender and lime squeezer!  Everything was there, including plates, bowls, cutting boards, silverware, drinking water, etc.......  There",50,671
" are a few houses in the area, but when the sun went down, you really couldn't tell that there was anybody around.  It was so peaceful and quite, and I even fell asleep in the hammock one evening.  We slept with the patio doors open and could hear the ocean while we fell asleep at night.  When we left the casita during the day, we didn't even lock the doors....we really didn't feel like there would be a problem.  I'm not recommending that you do the same, but we felt confident that our casita was safe.  Laurie and Ernie live on the property, so we felt pretty safe that nothing would be bothered.  I met Ernie the first day and he was VERY helpful in giving me some pointers on where to go, what to do, and where to find various things we were looking for.  I mean, who knew that fishing tackle was sold at Baja Tiles??  You can go there and buy tile, bricks, toilets, and fishing tackle!! If you are looking for an all-inclusive vacation where everything is provided for you, this is not for you.  But if you like to immerse yourself in the local culture and become a part of the community and feel like you are living with the people in that community, then I HIGHLY recommend a stay at Calycanto Casitas.  We recommend driving a mile or two to the north and hanging out at the surfers beach.....it was so much fun watching them.  Staying here, though, you really would probably need to rent a car so you can get around.  This is the first time I rented a car in Mexico.  It really wasn't a big deal, and it really was worth the effort just to be able to travel around and see and do various activities.  And it was absolutely amazing to be able to take a shower OUTSIDE with a view of the pacific ocean in the distance......that is absolutely impossible here in Indiana............",30,671
…,50,671
"Well designed, cute, 2 story casitas providing relief from resort life decorated in true Mexican tradition. The pool and hot tub are lovely but the hot tub wasn't turned on for NY eve..a night we wanted to use it. The pool isn't heated so it's chilly. Lovely outdoor kitchen at the pool. There is some substantial lack of attention to detail and prooerty care. Exterior wood needs paint/stain. Inadequate night path lighting  is very dangerous-need many  more working solar path lights. Gravel vs flagstone much safer for walking unless flagstone close together. While casita is clean, it's not sparkling and a deep clean would go a long way. E,g., refrig rust., grout stains, toilet bowl rings. No wine glasses, few teaspoons available, chintzy flatware. Unserrated knives very dull....",50,671
" provide sharpening stone. No plastic wrap for leftovers.. No working smoke detectors. TV sound horrible. Additional speakers or sound bar needed and not expensive. Yellow stickies with Wi-Fi password and soiled, unlaminated house instructions look unprofessional. BTW..can tap water be used to wash fruits and veggies? Plumbing inadequate to flush toilet paper which must be deposited in trash cans.  Gorgeous remote beach a 20 min walk.",50,671
…,50,671
"Our stay at Caly Canto was amazing! They are true Mexican Casitas beautifully and traditionally decorated to give you that warm Mexican vibe. The beds are super comfy and the homes are stocked with everything you need to cook, sleep, play, and relax. The caretakers are incredibly helpful and on call for whatever comes up. The pool is the best pool in the area! The nearby beaches are endlessly beautiful and the town of Todos Santos is charming, filled with amazing galleries and restaurants and friendly people. We will definitely be back!",50,671
"CalyCanto Casitias is a wonderful place to stay as always.  This is my third stay here. Laurie is gracious and has everything perfectly coordinated.  They also just completed an amazingly beautiful pool area complete with a hot tub, bar area and palapas for protection from the sun.  The other bonus is the astounding sunset each night visible from the each casita.",40,671
"VERY SAFE PLACE TO TRAVEL DURING COVID! Truthfully, pictures and words are not enough.  Experience this beautiful place with the MOST gracious hosts!  We will be back- hopefully in a few months:) Scenery, whales, open doors at night, hikes, food and what a pool!",50,672
"This place is AMAZING! Shelby and Maurice are the most wonderful hosts.  They do everything they can to make sure you have a memorable time.  COVID sure changes everything, but we were comfortable here. It's easy to maintain your space in such a beautiful environment. Everyone was great with distancing and wearing masks.  Even when we went into Todos Santos, everyone was wearing masks, they had the foot sanitizer pads, and hand sanitizer.  Shelby does such a great job at helping you set up whatever activity your vacation heart desires.  The massage that I had was superb! Our social distancing horse back riding trip was a dream.  The views from Arriba were magnificent.  We saw so many whales while relaxing in the pool. The food was delicious and loved the specialty drinks. Really",50,672
